function,address,source_file,category,context,tags,attributes
FUN_0001a348,0x1a348,exports/vertical_offset_0x88_usage.md,vertical,Usage of offset +0x88 in secondary vertical context,,"{""Class"": ""unknown"", ""Code"": ""`*(undefined4 *)(unaff_s0 + 0x88) = 0;`"", ""Line"": ""60""}"
FUN_0001a348,0x1a348,exports/vertical_offset_0x88_write_classes.md,vertical,Categorized +0x88 writes (param_1 & unaff_s0),,"{""Class"": ""zero"", ""Code"": ""`*(undefined4 *)(unaff_s0 + 0x88) = 0;`"", ""Line"": ""60""}"
FUN_0001a348,0x1a348,exports/vertical_writer_functions.md,vertical,Vertical Writer Function Dossier / FUN_0001a348 @ 0x1a348,,"{""source"": ""heading""}"
FUN_0001a3b0,0x1a3b0,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(undefined2 *)(unaff_s0 + 0x58) = uVar2;`"", ""Line"": ""16""}"
FUN_0001a3b0,0x1a3b0,exports/vertical_amplitude_vertical_intersection.md,vertical,Functions touching both amplitude and vertical core fields,,{}
FUN_0001a3b0,0x1a3b0,exports/vertical_core_functions.md,vertical,Vertical Core Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""4"", ""Families"": ""progress,step_scale""}"
FUN_0001a3b0,0x1a3b0,exports/vertical_offset_0x88_usage.md,vertical,Usage of offset +0x88 in secondary vertical context,,"{""Class"": ""unknown"", ""Code"": ""`*(undefined4 *)(unaff_s0 + 0x88) = 0;`"", ""Line"": ""40""}"
FUN_0001a3b0,0x1a3b0,exports/vertical_offset_0x88_write_classes.md,vertical,Categorized +0x88 writes (param_1 & unaff_s0),,"{""Class"": ""zero"", ""Code"": ""`*(undefined4 *)(unaff_s0 + 0x88) = 0;`"", ""Line"": ""40""}"
FUN_0001a3b0,0x1a3b0,exports/vertical_writer_functions.md,vertical,Vertical Writer Function Dossier / FUN_0001a3b0 @ 0x1a3b0,,"{""source"": ""heading""}"
FUN_0001a440,0x1a440,exports/vertical_offset_0x88_usage.md,vertical,Usage of offset +0x88 in secondary vertical context,,"{""Class"": ""unknown"", ""Code"": ""`*(undefined4 *)(unaff_s0 + 0x88) = 0;`"", ""Line"": ""10""}"
FUN_0001a440,0x1a440,exports/vertical_offset_0x88_write_classes.md,vertical,Categorized +0x88 writes (param_1 & unaff_s0),,"{""Class"": ""zero"", ""Code"": ""`*(undefined4 *)(unaff_s0 + 0x88) = 0;`"", ""Line"": ""10""}"
FUN_0001a4d0,0x1a4d0,exports/vertical_offset_0x88_usage.md,vertical,Usage of offset +0x88 in secondary vertical context,,"{""Class"": ""unknown"", ""Code"": ""`if (*(int *)(param_1 + 0x88) != 0) {`"", ""Line"": ""5""}"
FUN_0001a528,0x1a528,exports/vertical_core_functions.md,vertical,Vertical Core Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""4"", ""Families"": ""step_scale,toggles""}"
FUN_0001a528,0x1a528,exports/vertical_dual_toggle_candidates.md,vertical,Dual +0x38/+0x3c toggle candidates / FUN_0001a528 @ 0x1a528,,"{""source"": ""heading""}"
FUN_0001a528,0x1a528,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""write"", ""Line"": ""13"", ""Source"": ""`if ((*(int *)(param_1 + 0x24) == 0) \\""}"
FUN_0001a528,0x1a528,exports/vertical_offset_0x88_usage.md,vertical,Usage of offset +0x88 in secondary vertical context,,"{""Class"": ""write"", ""Code"": ""`if (*(int *)(param_1 + 0x88) == 0) {`"", ""Line"": ""8""}"
FUN_0001a528,0x1a528,exports/vertical_offset_0x88_write_classes.md,vertical,Categorized +0x88 writes (param_1 & unaff_s0),,"{""Class"": ""other"", ""Code"": ""`if (*(int *)(param_1 + 0x88) == 0) {`"", ""Line"": ""8""}"
FUN_0001a528,0x1a528,exports/vertical_scaled_product_fingerprint.md,vertical,Functions with velocity*scale vertical fingerprint,,"{""Line"": ""17"", ""Source"": ""`iVar2 = (int)*(short *)(param_1 + 0x60) * (int)*(short *)(param_1 + 0x62);`""}"
FUN_0001a528,0x1a528,exports/vertical_writer_functions.md,vertical,Vertical Writer Function Dossier / FUN_0001a528 @ 0x1a528,,"{""source"": ""heading""}"
FUN_0001a558,0x1a558,exports/vertical_core_functions.md,vertical,Vertical Core Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""4"", ""Families"": ""step_scale,toggles""}"
FUN_0001a558,0x1a558,exports/vertical_relaxed_fastpath_allocs.md,vertical,Relaxed fast-path allocation proximity scan,,"{""allocCalls"": ""0"", ""fastCalls"": ""1"", ""nearAlloc"": ""0""}"
FUN_0001a558,0x1a558,exports/vertical_scaled_product_fingerprint.md,vertical,Functions with velocity*scale vertical fingerprint,,"{""Line"": ""13"", ""Source"": ""`iVar2 = (int)*(short *)(unaff_s0 + 0x60) * (int)*(short *)(unaff_s0 + 0x62);`""}"
FUN_0001a558,0x1a558,exports/vertical_writer_functions.md,vertical,Vertical Writer Function Dossier / FUN_0001a558 @ 0x1a558,,"{""source"": ""heading""}"
FUN_0001a614,0x1a614,exports/vertical_amplitude_vertical_intersection.md,vertical,Functions touching both amplitude and vertical core fields,,{}
FUN_0001a614,0x1a614,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""5""}"
FUN_0001a614,0x1a614,exports/vertical_core_functions.md,vertical,Vertical Core Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""2"", ""Families"": ""step_scale,toggles""}"
FUN_0001a614,0x1a614,exports/vertical_flag_set_clear_patterns.md,vertical,Flag set/clear pattern analysis (+0x24 / +0x8c) / Detailed Writes,,"{""Class"": ""set_1"", ""Line"": ""18"", ""Offset"": ""0x24"", ""ValueExpr"": ""`1`""}"
FUN_0001a614,0x1a614,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""write"", ""Line"": ""18"", ""Source"": ""`*(undefined4 *)(param_1 + 0x24) = 1;`""}"
FUN_0001a614,0x1a614,exports/vertical_writer_functions.md,vertical,Vertical Writer Function Dossier / FUN_0001a614 @ 0x1a614,,"{""source"": ""heading""}"
FUN_0001a638,0x1a638,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001a674,0x1a674,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(undefined2 *)(unaff_s0 + 0x58) = uVar1;`"", ""Line"": ""20""}"
FUN_0001a674,0x1a674,exports/vertical_amplitude_vertical_intersection.md,vertical,Functions touching both amplitude and vertical core fields,,{}
FUN_0001a674,0x1a674,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0001a674,0x1a674,exports/vertical_core_functions.md,vertical,Vertical Core Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""2"", ""Families"": ""step_scale,toggles""}"
FUN_0001a688,0x1a688,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""11""}"
FUN_0001a688,0x1a688,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""4""}"
FUN_0001a688,0x1a688,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001a688,0x1a688,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""7"", ""Source"": ""`iVar1 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0001a704,0x1a704,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001a734,0x1a734,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001a734,0x1a734,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0001a754,0x1a754,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""11""}"
FUN_0001a754,0x1a754,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""4""}"
FUN_0001a754,0x1a754,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001a754,0x1a754,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""7"", ""Source"": ""`iVar1 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0001a7d0,0x1a7d0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001a804,0x0001a804,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Top hubs (degree-ranked),,"{""degree"": ""11"", ""in"": ""0"", ""out"": ""11"", ""size"": ""616""}"
FUN_0001a804,0x1a804,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(iVar3,param_1 + *(int *)(param_1 + 0x40) * 8 + 0x4c);`"", ""Line"": ""28""}"
FUN_0001a804,0x1a804,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""41"", ""Source"": ""`if (*(int *)(param_1 + 0x24) != 0) goto LAB_0001aa28;`""}"
FUN_0001a834,0x1a834,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""46""}"
FUN_0001a834,0x1a834,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001a834,0x1a834,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001a834,0x1a834,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""12"", ""Source"": ""`iVar4 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0001a958,0x1a958,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`uVar3 = *(uint *)(*(int *)(*(int *)(*(int *)(param_1 + 0x24) + 8) + 0x318) + 0x58);`"", ""Line"": ""9""}"
FUN_0001a958,0x1a958,exports/vertical_amplitude_vertical_intersection.md,vertical,Functions touching both amplitude and vertical core fields,,{}
FUN_0001a958,0x1a958,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0001a958,0x1a958,exports/vertical_core_functions.md,vertical,Vertical Core Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""2"", ""Families"": ""progress,toggles""}"
FUN_0001a958,0x1a958,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""9"", ""Source"": ""`uVar3 = *(uint *)(*(int *)(*(int *)(*(int *)(param_1 + 0x24) + 8) + 0x318) + 0x58);`""}"
FUN_0001aa28,0x1aa28,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001aa78,0x1aa78,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""6""}"
FUN_0001aa78,0x1aa78,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001aac0,0x1aac0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001aaec,0x0001aaec,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cc08,,"{""degree"": ""6"", ""in"": ""1"", ""out"": ""5"", ""size"": ""144""}"
FUN_0001aaec,0x1aaec,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`*(undefined2 *)((int)unaff_s0 + (param_1 - unaff_s0[0x10]) * 8 + 0x4e);`"", ""Line"": ""14""}"
FUN_0001aaec,0x1aaec,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001aaec,0x1aaec,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""progress""}"
FUN_0001ab10,0x1ab10,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""6""}"
FUN_0001ab10,0x1ab10,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001ab58,0x1ab58,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001ab7c,0x0001ab7c,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cc08,,"{""degree"": ""3"", ""in"": ""1"", ""out"": ""2"", ""size"": ""24""}"
FUN_0001ab7c,0x1ab7c,exports/vertical_offset_0x88_usage.md,vertical,Usage of offset +0x88 in secondary vertical context,,"{""Class"": ""unknown"", ""Code"": ""`*(undefined4 *)(unaff_s0 + 0x88) = 1;`"", ""Line"": ""16""}"
FUN_0001ab7c,0x1ab7c,exports/vertical_offset_0x88_write_classes.md,vertical,Categorized +0x88 writes (param_1 & unaff_s0),,"{""Class"": ""one"", ""Code"": ""`*(undefined4 *)(unaff_s0 + 0x88) = 1;`"", ""Line"": ""16""}"
FUN_0001ab94,0x0001ab94,exports/mapping_MAIN.EXE.md,mapping,Mapping for MAIN.EXE / Seed neighborhoods (2 hops) / FUN_0001cc08,,"{""degree"": ""3"", ""in"": ""1"", ""out"": ""2"", ""size"": ""104""}"
FUN_0001ab94,0x1ab94,exports/vertical_offset_0x88_usage.md,vertical,Usage of offset +0x88 in secondary vertical context,,"{""Class"": ""unknown"", ""Code"": ""`*(undefined4 *)(unaff_s0 + 0x88) = 1;`"", ""Line"": ""13""}"
FUN_0001ab94,0x1ab94,exports/vertical_offset_0x88_write_classes.md,vertical,Categorized +0x88 writes (param_1 & unaff_s0),,"{""Class"": ""one"", ""Code"": ""`*(undefined4 *)(unaff_s0 + 0x88) = 1;`"", ""Line"": ""13""}"
FUN_0001aba8,0x1aba8,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""6""}"
FUN_0001aba8,0x1aba8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001abf0,0x1abf0,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001abfc,0x1abfc,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(int)*(short *)(iVar1 + 0x4c) + (int)*(short *)(iVar1 + 0x50)) {`"", ""Line"": ""11""}"
FUN_0001abfc,0x1abfc,exports/vertical_amplitude_vertical_intersection.md,vertical,Functions touching both amplitude and vertical core fields,,{}
FUN_0001abfc,0x1abfc,exports/vertical_core_functions.md,vertical,Vertical Core Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""5"", ""Families"": ""progress,step_scale,toggles""}"
FUN_0001abfc,0x1abfc,exports/vertical_scaled_product_fingerprint.md,vertical,Functions with velocity*scale vertical fingerprint,,"{""Line"": ""12"", ""Source"": ""`iVar1 = (int)*(short *)(param_1 + 0x60) * (int)*(short *)(param_1 + 0x62);`""}"
FUN_0001abfc,0x1abfc,exports/vertical_writer_functions.md,vertical,Vertical Writer Function Dossier / FUN_0001abfc @ 0x1abfc,,"{""source"": ""heading""}"
FUN_0001ac40,0x1ac40,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""6""}"
FUN_0001ac40,0x1ac40,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001ac88,0x1ac88,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001acd8,0x1acd8,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""6""}"
FUN_0001acd8,0x1acd8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001ad20,0x1ad20,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001ad70,0x1ad70,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`(**(code **)(*(int *)(param_1 + 0x10) + 0x54))`"", ""Line"": ""6""}"
FUN_0001ad70,0x1ad70,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001adb8,0x1adb8,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`uVar5 = *(undefined4 *)(iVar4 + 0x54);`"", ""Line"": ""18""}"
FUN_0001adb8,0x1adb8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001adb8,0x1adb8,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001adb8,0x1adb8,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""17"", ""Source"": ""`iVar4 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0001aea4,0x1aea4,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`uVar3 = *(undefined4 *)(iVar2 + 0x54);`"", ""Line"": ""15""}"
FUN_0001aea4,0x1aea4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001aea4,0x1aea4,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001aea4,0x1aea4,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""14"", ""Source"": ""`iVar2 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0001af84,0x1af84,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""5""}"
FUN_0001af84,0x1af84,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""step_scale""}"
FUN_0001af84,0x1af84,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""25"", ""Source"": ""`iVar5 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0001b148,0x1b148,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001b198,0x1b198,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`func_0x0007a3e0(iVar3,iVar4 + 0x38,iVar4 + 0x50,local_10);`"", ""Line"": ""41""}"
FUN_0001b198,0x1b198,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001b198,0x1b198,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0001b198,0x1b198,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""14"", ""Source"": ""`iVar3 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0001b220,0x1b220,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`if ((*(char *)(param_1 + 0x50) != '\\0') && (uVar6 = 0, *(char *)(param_1 + 0x36) == '\\0')) {`"", ""Line"": ""69""}"
FUN_0001b220,0x1b220,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0001b220,0x1b220,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001b264,0x1b264,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`if ((*(char *)(unaff_s0 + 0x50) != '\\0') && (uVar4 = 0, *(char *)(unaff_s0 + 0x36) == '\\0')) {`"", ""Line"": ""61""}"
FUN_0001b264,0x1b264,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0001b264,0x1b264,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001b364,0x1b364,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`if ((*(char *)(unaff_s0 + 0x50) != '\\0') && (uVar3 = 0, *(char *)(unaff_s0 + 0x36) == '\\0')) {`"", ""Line"": ""36""}"
FUN_0001b364,0x1b364,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0001b364,0x1b364,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""0""}"
FUN_0001b454,0x1b454,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0001b454,0x1b454,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""11"", ""Source"": ""`iVar3 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0001b4f4,0x1b4f4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001b544,0x1b544,exports/vertical_amplitude_consumers.md,vertical,Potential amplitude field consumers (reads/writes outside core writers),,"{""Class"": ""read"", ""Code"": ""`func_0x0007a3e0(iVar5,iVar2 + 0x38,iVar2 + 0x50,local_18);`"", ""Line"": ""43""}"
FUN_0001b544,0x1b544,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0001b544,0x1b544,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""1"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0001b544,0x1b544,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""15"", ""Source"": ""`iVar5 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0001b554,0x1b554,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""4""}"
FUN_0001b554,0x1b554,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0001b72c,0x1b72c,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001b72c,0x1b72c,exports/vertical_consumer_functions.md,vertical,Vertical Consumer Functions (refined),,"{""AmpRefs"": ""0"", ""CoreHits"": ""1"", ""Families"": ""toggles""}"
FUN_0001b934,0x1b934,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0001b934,0x1b934,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""10"", ""Source"": ""`iVar2 = *(int *)(*(int *)(param_1 + 0x24) + 0xd0);`""}"
FUN_0001b964,0x1b964,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""2""}"
FUN_0001b9e4,0x1b9e4,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""1""}"
FUN_0001ba34,0x1ba34,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0001ba34,0x1ba34,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""37"", ""Source"": ""`iVar3 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
FUN_0001bba8,0x1bba8,exports/vertical_bank_population.md,vertical,Candidate bank population writes into low offsets (4/8/0xC/0x10),,"{""Count"": ""3""}"
FUN_0001bba8,0x1bba8,exports/vertical_flag_usage.md,vertical,Vertical flag (+0x24 / +0x8c) usage,,"{""Kind"": ""read"", ""Line"": ""37"", ""Source"": ""`iVar3 = *(int *)(*(int *)(param_1 + 0x24) + 8);`""}"
