symbol,canonical_address_hex,observations,distinct_addresses,category_list,map_file_count,example_map_file
SetPolyFT3,0x800138D4,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetPolyFT4,0x80013924,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetPolyG3,0x800138E8,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetPolyG4,0x80013938,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetPolyGT3,0x800138FC,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetPolyGT4,0x8001394C,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetPriority,0x800150AC,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetRCnt,0x8001ABDC,2,4,cdrom;graphics;module;ui,8,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetRGBfifo,0x80111D64,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetRii,0x80111DD8,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetRotMatrix,0x80016C4C,4,7,graphics;module;ui,18,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetSXSYfifo,0x80111DC4,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetSZfifo3,0x80111D98,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetSZfifo4,0x80111DAC,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetSemiTrans,0x80013870,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetShadeTex,0x80013898,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetSprt,0x80013988,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetSprt16,0x80013974,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetSprt8,0x80013960,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetTexWindow,0x80014FA8,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetTile,0x800139D8,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetTile1,0x8001399C,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetTile16,0x800139C4,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetTile8,0x800139B0,4,14,audio;cdrom;graphics;module;ui,32,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SetTmdNormal,0x80102CA4,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
SetTmdVertexY,0x80102C58,4,3,graphics,8,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/main.map
SetTransMatrix,0x80016C7C,4,7,graphics;module;ui,18,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetVertex0,0x80111D14,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetVertex1,0x80111D24,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetVertex2,0x80111D34,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetVertexTri,0x80111D44,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SetVideoMode,0x80017E50,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
Snd_SetPlayMode,0x80015DC0,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpadStock,0x80010000,4,1,unknown,4,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
SpuCallback,0x80014918,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
SpuClearReverbWorkArea,0x80017D38,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuCommonError,0x80024AC8,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuDataCallback,0x800148AC,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
SpuFlush,0x8001B18C,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuFree,0x8001B6E0,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuGetCommonAttr,0x80025978,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
SpuGetVoiceEnvelope,0x800199B4,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
SpuInit,0x80012BF8,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuInitMalloc,0x80018C50,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuIsTransferCompleted,0x8001C39C,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuMalloc,0x80019170,2,6,audio;cdrom;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuQuit,0x80019080,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuSetCommonAttr,0x80015F10,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuSetIRQ,0x8001AF80,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuSetIRQAddr,0x8001B0C0,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuSetIRQCallback,0x8001B100,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuSetKey,0x80019738,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuSetNoiseClock,0x8001B0B8,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
SpuSetNoiseVoice,0x80018714,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuSetReverb,0x80018020,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuSetReverbModeParam,0x8001724C,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuSetReverbVoice,0x80019794,2,1,module;ui,2,assets/psyq_sdk/psyq/psx/sample/module/overmenu/menu.map
SpuSetTransferCallback,0x8001B168,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuSetTransferMode,0x8001993C,2,6,audio;cdrom;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuSetTransferStartAddr,0x8001C2E8,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuSetVoiceAttr,0x800172F0,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuStGetStatus,0x8001ADD0,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuStGetVoiceStatus,0x8001AE44,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuStInit,0x8001AB94,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuStQuit,0x8001ACAC,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuStSetPreparationFinishedCallback,0x8001AE54,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuStSetStreamFinishedCallback,0x8001AE9C,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuStSetTransferFinishedCallback,0x8001AE78,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuStTransfer,0x8001AB0C,2,4,audio;cdrom,8,assets/psyq_sdk/psyq/addons/sound/stream/tuto1.map
SpuStart,0x80012D10,2,7,audio;cdrom;module;ui,14,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmAlloc,0x800194B0,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmDamperOff,0x80018338,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmDamperOn,0x80018348,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmDoAllocate,0x80019718,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmFlush,0x8001835C,2,2,cdrom;module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmGetSeqLVol,0x8001AE30,2,2,cdrom;module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmGetSeqRVol,0x8001AE80,2,2,cdrom;module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmGetSeqVol,0x8001ADC4,2,2,cdrom;module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmInit,0x80018940,2,2,cdrom;module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmKeyOff,0x8001923C,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmKeyOffNow,0x80019FF4,2,2,cdrom;module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmKeyOn,0x80018CE8,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmKeyOnNow,0x8001A0C4,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmPBVoice,0x8001A5A8,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmPitchBend,0x8001A7AC,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmSeKeyOff,0x80019474,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmSeKeyOn,0x80019388,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmSelectToneAndVag,0x8001AF6C,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmSeqKeyOff,0x8001AED0,2,2,cdrom;module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmSetSeqVol,0x8001A89C,2,2,cdrom;module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmSetVol,0x8001B020,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuVmVSetUp,0x8001B598,2,1,module;ui,2,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuWrite,0x8001C288,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SpuWrite0,0x80025620,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
Square0,0x80111E68,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/tuto1.map
Square12,0x80111E40,2,1,graphics,2,assets/psyq_sdk/psyq/psx/sample/graphics/texaddr/wave/tuto1.map
SquareRoot0,0x801110C4,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsEnd,0x80012A1C,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsFCALL,0x8004577C,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsGetSerialVol,0x800258A4,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
SsInit,0x80012BC8,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSepClose,0x800129F8,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSepPlay,0x80015D88,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSepSetVol,0x80016B48,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSepStop,0x80016768,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSeqCalledTbyT,0x800117A8,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSeqClose,0x800129D4,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSeqGetVol,0x80016B80,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSeqOpen,0x8001395C,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSeqPlay,0x80015D50,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSeqSetVol,0x80016B18,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSeqStop,0x80016740,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSetMVol,0x80015EC0,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSetSerialAttr,0x80025D94,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
SsSetSerialVol,0x80027918,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
SsSetTableSize,0x80016794,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsSetTickMode,0x80016974,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsStart,0x80016508,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsStart2,0x80016528,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtAllKeyOff,0x80016D90,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtGetProgAtr,0x80016EC8,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtGetReverbType,0x80018010,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtGetVagAtr,0x80016FD0,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtReverbOff,0x80018130,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtReverbOn,0x80018150,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtSetReverbDelay,0x8001720C,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtSetReverbDepth,0x80017ED4,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtSetReverbFeedback,0x800180F0,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtSetReverbType,0x80017F6C,2,3,cdrom;module;ui,6,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsUtSetVagAtr,0x80018170,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsVabClose,0x8001B65C,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsVabFakeHead,0x8001BAC4,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsVabOpenHead,0x8001BA5C,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsVabOpenHeadSticky,0x8001BA90,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsVabTransBody,0x8001C1C8,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SsVabTransCompleted,0x8001C370,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StCHANNEL,0x80045EF0,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StCdInterrupt,0x8001A900,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StCdIntrFlag,0x80045D74,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StClearRing,0x8001A4D0,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StEmu_Addr,0x80048194,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StEmu_Idx,0x800460E8,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StEndFrame,0x80048198,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StFinalSector,0x80045F20,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StFreeRing,0x8001A720,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StFunc1,0x80045D2C,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StFunc2,0x80045D30,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StGetBackloc,0x8001A638,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StGetNext,0x8001A81C,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StMode,0x801A0EA8,4,8,audio;cdrom;graphics;module;ui,18,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StRgb24,0x80045D08,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StRingAddr,0x800481A4,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StRingBase,0x800481A0,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StRingIdx1,0x800478FC,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StRingIdx2,0x80047900,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StRingIdx3,0x80047908,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StRingSize,0x800482AC,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StSTART_FLAG,0x8004819C,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StSetMask,0x8001A8E0,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StSetRing,0x800173A8,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StSetStream,0x8001A698,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StStartFrame,0x80045EF4,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StUnSetRing,0x8001A530,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StartPAD,0x80120200,4,13,audio;cdrom;graphics;module;ui,28,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
StartPAD2,0x801203D4,4,13,audio;cdrom;graphics;module;ui,28,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
StartRCnt,0x8001ACB0,2,4,cdrom;graphics;module;ui,8,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
Stframe_no,0x80045778,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StopCallback,0x80017424,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
StopControllers,0x8001A108,2,1,cdrom,2,assets/psyq_sdk/psyq/psx/sample/scee/cd/movie2/main.map
StopPAD,0x800170FC,4,16,audio;cdrom;graphics;module;ui,36,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
StopPAD2,0x801203E4,4,8,audio;cdrom;graphics;module;ui,18,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
StopRCnt,0x8001ACE4,2,4,cdrom;graphics;module;ui,8,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
StoreImage,0x80014568,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
StoreImage2,0x80106FC0,4,6,audio;cdrom;graphics,14,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
Stsector_offset,0x80045D04,2,5,audio;cdrom;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
SyncLoad,0x80010B00,2,2,unknown,4,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
SysDeqIntRP,0x80120414,4,8,audio;cdrom;graphics;module;ui,18,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
SysEnqIntRP,0x80120404,4,8,audio;cdrom;graphics;module;ui,18,assets/psyq_sdk/psyq/psx/sample/cmplr/scratch/main.map
TEMP,0x800A22F8,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
TERMPRIM,0x800121A8,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
TESTEVENT,0x80027C2C,2,3,audio;io,6,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
TEST_CARD,0x80013814,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
TIM,0x8009A000,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
TIMBUFF,0x80054AF8,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
TermPrim,0x80013858,4,15,audio;cdrom;graphics;module;ui,34,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
TestEvent,0x80036264,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
TmdBase,0x80066B4C,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
TransMatrix,0x80016C1C,4,4,graphics;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
TransposeMatrix,0x80111E94,4,5,graphics;module;ui,12,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
Trns,0x80087030,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
TrnsV,0x800661A8,2,2,module;ui,4,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
UPDATEEFFS,0x8008B834,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
UPDATEHARDWARE,0x8008BA18,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
UPDATEPATTERNDATA,0x8008AD78,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
UPDATEWITHTIMER,0x8008ABBC,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
UPDATEXMDATA,0x8008AAF4,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
UXM_G_S_ATTR,0x800A0E20,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
VAB,0x800A22E4,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VABBODY,0x80012AE0,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VABHEADER,0x800100C0,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VABID,0x8009FD60,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
VAB_BODY_BUFF,0x80138348,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
VAB_HEAD_BUFF,0x801362F0,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
VBDATA,0x80010C20,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
VBLANK_MINUS,0x800478F8,2,5,cdrom;io;module;ui,10,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
VBLNKInit,0x80011740,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/demodisc/demo/bs/bs.map
VCOUNT,0x80016624,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VCOUNTER,0x8008AF08,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VHDATA,0x80010000,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
VIEW_A_DIR,0x8008C0A0,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VINCE_CALC_STEPSIZE,0x800225F8,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
VINCE_INTER_POINT,0x80022664,2,1,unknown,2,assets/psyq_sdk/psyq/addons/scee/kcheats/main.map
VINF,0x8009E55C,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
VINFO,0x800A0D88,2,1,audio,2,assets/psyq_sdk/psyq/bin/xmplay2/main.map
VMNOISEOFF,0x800344CC,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VMNOISEON,0x80033FFC,2,2,io,4,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VSYNC,0x80010D20,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VSYNCCALLBACK,0x80010F94,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VSYNCCALLBACKS,0x80010FC8,2,5,audio;graphics;io,10,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
VSync,0x8001713C,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
VSyncCallback,0x800173C0,4,19,audio;cdrom;graphics;module;ui,42,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
VSyncCallbacks,0x800173F4,4,17,audio;cdrom;graphics;module;ui,38,assets/psyq_sdk/psyq/addons/cmplr/scratch/main.map
VWD0,0x801A4060,4,8,graphics;io;module;ui,18,assets/psyq_sdk/psyq/addons/module/overmenu/menu.map
V_COUNT,0x800A2200,2,1,io,2,assets/psyq_sdk/psyq/addons/scee/etc/cardconf/main.map
